Complex_Phrase,frequency,length,aoa,syllable_count,binary_complex,familiarity,concreteness,imaginability,aoa_gpt,CEFR_Level,cluster
relinquish,3.12,10,10.0,3,1,3.0,2.0,2.5,12.0,C1,0
evolution,4.41,9,10.0,4,1,4.0,2.5,3.0,12.0,B2,0
evolution,4.41,9,10.0,4,1,4.0,2.0,2.5,12.0,B2,0
narrative,4.39,9,10.0,3,1,4.0,2.5,3.5,8.0,B2,1
medieval,4.05,8,10.0,3,1,3.0,2.5,3.5,10.0,B2,0
milestone,3.71,9,10.0,3,1,4.0,3.0,3.5,6.5,B2,1
repeal,3.87,6,10.0,2,1,3.0,2.0,1.5,10.0,C1,3
repeal,3.87,6,10.0,2,1,3.0,2.0,2.5,12.0,C1,3
monsoon,3.33,7,10.0,2,1,3.5,4.2,4.0,8.0,B2,1
monsoon,3.33,7,10.0,2,1,3.5,4.2,4.0,8.0,B2,1
mortar,3.75,6,10.0,2,1,3.5,4.2,3.8,8.0,B2,1
regarding,4.67,9,10.0,3,1,3.5,1.5,1.5,8.0,B2,0
regarding,4.67,9,10.0,3,1,3.5,1.5,1.2,8.0,B2,0
confrontation,3.72,13,10.0,4,1,3.5,2.0,2.5,10.0,B2,0
documentary,4.31,11,10.0,5,0,4.0,3.5,3.0,10.0,B1,5
conformity,3.2,10,10.0,4,1,3.5,2.0,2.5,10.0,C1,0
recession,3.85,9,10.0,3,1,4.0,2.0,2.5,12.0,B2,0
bog,3.34,3,10.0,1,1,3.0,4.2,3.8,8.0,B2,1
relatively,4.66,10,10.0,4,1,3.5,2.0,2.0,8.0,B2,0
misdemeanor,3.38,11,10.0,4,1,3.0,2.0,2.5,12.0,C1,0
contempt,3.74,8,10.0,2,1,3.0,2.0,2.5,10.0,C1,3
empress,3.45,7,10.0,2,1,3.0,3.5,3.5,10.0,B2,1
decoration,3.82,10,10.0,4,1,4.0,3.5,4.0,5.0,B1,1
quota,3.53,5,10.0,2,0,3.0,2.5,2.0,10.0,B2,3
quota,3.53,5,10.0,2,0,3.0,2.5,2.0,10.0,B2,3
predatory,3.39,9,10.0,4,1,3.0,2.5,2.8,12.0,C1,0
predatory,3.39,9,10.0,4,1,3.0,2.5,2.8,12.0,C1,0
revision,3.82,8,10.0,3,1,3.5,2.0,2.5,10.0,B1,0
offensive,4.46,9,10.0,3,1,4.0,2.0,2.5,8.0,B2,5
offensive,4.46,9,10.0,3,1,4.0,2.0,2.5,8.0,B2,5
offender,3.7,8,10.0,2,1,3.5,2.5,2.0,8.0,B2,3
offender,3.7,8,10.0,2,1,3.5,2.5,2.0,8.0,B2,3
rigging,3.42,7,10.0,2,1,2.8,3.2,3.0,10.0,B2,1
chaos,4.27,5,10.0,2,1,3.5,2.0,2.5,8.0,B2,3
foundry,3.32,7,10.0,2,1,3.0,4.2,3.5,10.0,C1,1
cultural,4.75,8,10.0,3,0,4.0,2.0,2.5,8.0,B1,5
marked,4.5,6,10.0,1,0,3.5,2.0,2.5,5.0,B2,3
comply,4.04,6,10.0,2,1,3.5,2.0,2.0,8.0,B2,3
biting,3.77,6,10.0,2,0,3.8,3.0,3.2,3.5,B2,1
biting,3.77,6,10.0,2,0,3.8,3.0,3.2,3.5,B2,1
mastermind,3.36,10,10.0,3,1,3.5,2.5,3.0,12.0,C1,0
corrupt,4.14,7,10.0,2,1,3.8,2.1,2.3,8.5,B2,3
corrupt,4.14,7,10.0,2,1,3.5,2.0,2.5,8.0,B2,3
barrage,3.39,7,10.0,2,1,3.0,2.8,2.5,10.5,C1,3
corrosive,3.11,9,10.0,3,1,3.0,3.0,2.5,12.0,B2,1
corrosive,3.11,9,10.0,3,1,3.0,2.5,2.0,12.0,C1,0
retiring,3.8,8,10.0,3,1,3.5,2.5,2.0,4.0,B2,0
retiring,3.8,8,10.0,3,1,3.5,2.5,2.0,8.0,B2,0
comprehend,3.7,10,10.0,3,1,4.0,2.0,2.5,7.0,B2,0
classified,4.26,10,10.0,3,0,3.5,2.0,2.0,10.0,B2,0
comprise,3.62,8,10.0,2,1,3.5,2.0,2.0,10.0,B2,3
personnel,4.56,9,10.0,3,0,4.0,2.0,2.5,8.0,B2,5
personnel,4.56,9,10.0,3,0,4.0,2.5,2.0,10.0,B2,0
renaissance,3.87,11,10.0,3,1,4.0,2.5,3.0,12.0,C1,0
herald,3.95,6,10.0,2,1,3.0,2.5,2.8,10.0,C1,3
alas,3.67,4,10.0,2,0,3.0,1.5,1.5,12.0,C1,3
alas,3.67,4,10.0,2,0,3.0,1.5,1.5,12.0,C1,3
aerodynamics,2.93,12,10.0,5,1,3.0,2.5,2.0,12.0,C1,0
aerodynamics,2.93,12,10.0,5,1,3.0,2.5,2.0,12.0,C1,0
exploit,3.83,7,10.0,2,1,3.5,2.0,2.5,8.5,B2,3
villa,4.2,5,10.0,2,0,3.8,4.5,4.2,8.0,B1,1
hemoglobin,2.92,10,10.0,4,1,3.0,2.5,2.0,12.0,C1,0
facilities,4.66,10,10.0,4,1,4.0,3.2,3.0,7.0,B1,1
facilities,4.66,10,10.0,4,1,4.2,3.0,3.2,7.5,B1,1
harass,3.28,6,10.0,2,1,3.5,2.0,2.5,10.0,B2,3
values,4.67,6,10.0,2,0,3.8,2.5,2.0,6.0,B1,2
repentant,2.49,9,10.0,3,1,3.0,2.0,2.5,12.0,C1,0
stance,4.05,6,10.0,1,1,3.0,2.5,2.0,8.0,B2,3
epic,4.35,4,10.0,2,1,3.5,2.5,3.0,10.0,B2,1
enterprise,4.38,10,10.0,3,1,4.0,2.5,2.8,8.5,B2,5
spectrum,4.26,8,10.0,2,1,3.5,2.5,2.0,8.5,B2,3
spectrum,4.26,8,10.0,2,1,3.5,2.5,2.0,8.0,B2,3
spectral,3.46,8,10.0,2,1,2.5,2.0,3.0,12.0,C1,3
spectral,3.46,8,10.0,2,1,2.5,2.0,3.0,12.0,C1,3
enactment,3.22,9,10.0,3,1,3.0,2.0,2.5,10.0,C1,0
enactment,3.22,9,10.0,3,1,3.0,2.0,2.5,10.0,C1,0
collected,4.63,9,10.0,3,0,3.5,2.8,2.5,7.5,B1,0
ethnic,4.33,6,10.0,2,0,3.5,2.5,2.0,10.0,B2,3
cacao,2.86,5,10.0,2,0,3.5,4.5,4.0,8.0,B2,1
exclusion,3.68,9,10.0,3,1,3.5,2.0,2.5,8.0,B2,0
exclusion,3.68,9,10.0,3,1,3.0,2.0,2.5,8.0,B2,0
affecting,4.07,9,10.0,3,0,3.5,2.0,2.5,8.0,B2,0
affecting,4.07,9,10.0,3,0,3.2,2.1,2.3,8.5,B2,0
winds,4.22,5,10.0,1,0,4.2,3.5,3.8,4.0,A1,2
evacuation,3.74,10,10.0,4,1,3.5,2.5,3.0,8.0,B2,0
aggression,3.9,10,10.0,3,1,4.0,2.0,3.0,8.0,B2,0
aggression,3.9,10,10.0,3,1,3.8,2.3,3.0,8.0,B2,0
unique,4.75,6,10.0,2,1,3.5,2.0,2.5,8.0,B1,3
stripes,3.76,7,10.0,2,1,4.0,3.5,3.8,4.0,B1,1
unification,3.36,11,10.0,5,1,3.5,2.0,2.5,10.0,C1,0
unification,3.36,11,10.0,5,1,3.5,2.0,2.5,10.0,C1,0
flagship,3.75,8,10.0,2,1,3.5,3.0,2.5,10.0,C1,3
tourism,4.28,7,10.0,2,0,4.0,3.2,3.5,8.0,B1,1
tourism,4.28,7,10.0,2,0,4.0,3.2,3.5,8.0,B1,1
framework,4.29,9,10.0,2,1,3.8,2.5,2.0,10.0,B2,3
fiscal,4.26,6,10.0,2,1,3.5,2.0,1.5,12.0,B2,3
tier,4.16,4,10.0,1,0,3.0,2.5,2.0,4.0,B2,3
tier,4.16,4,10.0,1,0,3.0,2.5,2.0,8.0,B2,3
peat,3.3,4,10.0,1,1,3.0,4.2,3.5,10.0,B2,1
pedestal,3.35,8,10.0,3,1,3.0,3.5,3.0,8.0,B2,1
thereby,4.03,7,10.0,2,0,3.5,1.5,1.2,10.0,C1,3
according,5.28,9,10.0,3,0,4.0,2.0,1.5,7.5,B1,5
according,5.28,9,10.0,3,0,4.0,2.0,1.5,8.0,B1,5
thermonuclear,2.67,13,10.0,4,1,2.0,1.5,2.0,15.0,C1,0
thermonuclear,2.67,13,10.0,4,1,2.5,2.0,1.5,15.0,C1,0
formally,4.01,8,10.0,3,0,3.5,1.5,1.5,10.0,B2,0
formally,4.01,8,10.0,3,0,3.0,1.5,1.5,10.0,B2,0
moving,5.02,6,10.0,2,0,4.2,2.5,3.0,4.0,A2,2
brink,3.51,5,10.0,1,1,3.0,2.5,2.8,8.0,C1,3
technology,5.09,10,10.0,4,0,4.5,2.5,3.0,8.0,B1,5
fungus,3.53,6,10.0,2,1,3.0,3.5,3.0,8.0,B2,1
fungus,3.53,6,10.0,2,1,3.0,3.5,3.0,8.0,B2,1
fusion,4.02,6,10.0,2,1,3.0,2.5,2.0,10.0,B2,3
fusion,4.02,6,10.0,2,1,3.0,2.5,2.0,10.0,B2,3
grim,3.69,4,10.0,1,1,3.0,2.5,2.0,8.0,B2,3
access,5.05,6,10.0,2,0,4.0,2.5,2.0,7.0,B1,2
access,5.05,6,10.0,2,0,4.0,2.5,2.0,7.0,B1,2
undergo,3.81,7,10.0,3,1,3.5,2.0,2.5,8.5,B2,0
accessible,4.18,10,10.0,4,1,4.0,2.5,2.0,8.0,B2,5
underscore,2.97,10,10.0,3,1,3.5,2.0,1.5,12.0,B2,0
guerrilla,3.38,9,10.0,3,1,3.5,3.0,3.0,12.0,B2,0
perimeter,3.68,9,10.0,4,1,3.5,3.0,2.5,10.0,B2,0
underwent,3.65,9,10.0,3,1,3.5,2.0,2.0,8.5,B2,0
underwent,3.65,9,10.0,3,1,3.5,2.0,2.0,8.5,B2,0
subjected,3.86,9,10.0,3,1,3.0,2.0,2.0,10.0,B2,0
squid,3.44,5,10.0,1,1,3.5,4.5,4.2,8.0,B2,1
gene,4.36,4,10.0,1,0,3.8,2.5,2.0,12.0,B2,3
perennial,3.51,9,10.0,3,1,3.5,3.0,3.0,12.0,C1,0
perennial,3.51,9,10.0,3,1,3.5,3.0,3.0,12.0,C1,0
trend,4.51,5,10.0,1,1,4.0,2.0,2.5,8.0,B1,3
trend,4.51,5,10.0,1,1,4.0,2.0,2.5,8.0,B1,3
sovereign,3.95,9,10.0,3,1,3.5,2.0,2.5,12.0,C1,0
graphic,4.23,7,10.0,2,1,4.0,3.5,3.8,8.0,B2,1
graphic,4.23,7,10.0,2,1,4.0,3.5,3.8,8.0,B2,1
inventory,4.14,9,10.0,4,1,3.5,3.0,2.5,8.0,B2,0
dominant,4.23,8,10.0,3,1,3.8,2.5,2.2,8.0,B2,5
immunity,3.91,8,10.0,4,1,3.5,2.5,2.0,10.0,B2,0
immunity,3.91,8,10.0,4,1,3.5,2.5,2.0,10.0,B2,0
municipal,4.24,9,10.0,4,0,3.5,2.0,2.0,12.0,B2,0
video,5.43,5,10.0,3,0,4.5,4.0,4.0,5.0,A1,2
video,5.43,5,10.0,3,0,4.5,3.8,4.0,6.0,A1,2
quite,5.29,5,10.0,1,0,4.2,1.5,1.2,4.0,A2,2
quite,5.29,5,10.0,1,0,4.0,1.5,1.5,5.0,A2,3
intense,4.39,7,10.0,2,1,4.0,2.0,2.5,8.0,B2,2
intensive,4.06,9,10.0,3,1,3.5,2.0,2.5,8.0,B2,0
intensive,4.06,9,10.0,3,1,3.5,2.0,2.5,8.0,B2,0
drastic,3.63,7,10.0,2,1,3.5,2.0,2.5,10.0,B2,3
intervention,4.26,12,10.0,4,1,3.8,2.3,2.1,10.5,B2,0
intervention,4.26,12,10.0,4,1,3.8,2.3,2.1,10.5,B2,0
intimidate,3.31,10,10.0,4,1,3.5,2.0,2.5,9.0,B2,0
intimidate,3.31,10,10.0,4,1,3.5,2.0,2.5,9.0,B2,0
ion,4.15,3,10.0,1,0,2.0,1.5,1.5,12.0,B2,0
discrimination,4.31,14,10.0,5,1,3.5,2.0,2.5,10.0,B2,0
discredit,3.36,9,10.0,3,1,3.5,2.0,2.5,10.0,C1,0
jurist,2.7,6,10.0,2,1,3.0,2.0,2.5,12.0,C1,3
disclose,3.84,8,10.0,2,1,3.5,2.0,2.5,8.0,B2,3
seriously,4.94,9,10.0,4,0,4.0,1.5,1.5,5.0,B1,5
assets,4.56,6,10.0,2,1,4.0,3.0,2.5,10.0,B2,2
assets,4.56,6,10.0,2,1,4.0,3.0,2.5,10.0,B2,2
dialogue,4.29,8,10.0,3,1,4.0,2.5,3.0,7.0,B1,5
dialogue,4.29,8,10.0,3,1,4.0,2.5,3.0,7.0,B1,5
searching,4.36,9,10.0,2,0,4.0,2.5,3.0,5.0,B1,2
searching,4.36,9,10.0,2,0,4.0,2.5,2.0,5.0,B1,2
divert,3.42,6,10.0,2,1,3.0,2.5,2.0,8.0,B2,3
divert,3.42,6,10.0,2,1,3.0,2.5,2.0,8.0,B2,3
array,4.1,5,10.0,2,1,3.5,2.5,2.0,12.0,B2,3
larva,2.99,5,10.0,2,1,3.0,4.5,4.0,7.0,B2,1
highly,4.89,6,10.0,2,0,4.0,1.5,1.5,5.0,B1,5
highly,4.89,6,10.0,2,0,4.0,1.5,1.5,5.0,B1,5
solely,4.2,6,10.0,2,1,3.0,1.5,1.5,8.0,B2,3
portfolio,4.15,9,10.0,4,1,3.5,3.0,2.5,12.0,B2,0
portfolio,4.15,9,10.0,4,1,3.8,2.5,2.0,12.0,B2,0
sniper,3.73,6,10.0,2,1,3.5,4.5,4.0,12.0,B2,1
parish,4.11,6,10.0,2,1,3.5,3.0,2.5,8.0,B2,1
parish,4.11,6,10.0,2,1,3.8,3.5,3.2,8.0,B2,1
sluggish,3.25,8,10.0,2,1,3.5,2.0,2.5,8.0,B2,3
sluggish,3.25,8,10.0,2,1,3.5,2.0,2.5,8.0,C1,3
pilgrimage,3.5,10,10.0,3,1,3.0,2.5,3.0,10.0,B2,0
portray,3.63,7,10.0,2,1,3.0,2.5,2.8,8.0,B2,3
emphatically,3.07,12,10.0,5,1,3.0,1.5,1.5,12.0,C1,0
impeach,3.1,7,10.0,2,1,3.5,2.0,2.5,12.0,C1,3
impeach,3.1,7,10.0,2,1,3.5,2.0,2.5,12.0,C1,3
alias,3.46,5,10.0,2,0,3.0,2.0,2.5,10.0,C1,3
alias,3.46,5,10.0,2,0,3.0,2.0,2.5,10.0,C1,3
elements,4.7,8,10.0,3,0,3.5,3.0,2.5,8.0,B2,0
elements,4.7,8,10.0,3,0,3.5,3.0,2.5,8.0,B1,0
emerge,3.89,6,10.0,2,1,3.5,2.5,2.0,8.0,B2,3
physiologist,2.55,12,10.0,4,1,3.0,2.5,2.0,12.0,C1,0
eligible,4.29,8,10.0,4,0,3.5,2.0,2.0,10.0,B2,0
allied,4.07,6,10.0,2,1,3.5,2.5,2.0,10.0,B2,3
somber,3.05,6,10.0,2,1,3.5,2.0,2.5,10.0,C1,3
somber,3.05,6,10.0,2,1,3.0,2.0,2.5,10.0,C1,3
impeachment,3.59,11,10.0,3,1,3.5,1.5,2.0,12.0,C1,0
impeachment,3.59,11,10.0,3,1,3.5,2.0,2.5,12.0,C1,0
inclusion,4.02,9,10.0,3,1,3.5,2.5,2.0,8.0,B2,0
inclusion,4.02,9,10.0,3,1,3.5,2.5,2.0,8.0,B2,0
pact,3.73,4,10.0,1,1,3.0,2.5,2.0,10.0,B2,3
pact,3.73,4,10.0,1,1,3.0,2.5,2.0,10.0,B2,3
liberalize,2.15,10,10.0,4,1,3.0,2.0,2.5,12.0,C1,0
departed,3.78,8,10.0,3,1,3.5,2.0,2.5,7.5,B2,0
anew,3.2,4,10.0,2,1,3.0,2.0,2.5,4.0,C1,3
nonetheless,4.04,11,10.0,3,1,3.5,1.5,1.2,12.0,B2,0
shuttle,3.9,7,10.0,2,1,4.2,3.8,3.5,7.0,B2,1
anonymous,4.17,9,10.0,4,1,3.0,1.5,1.5,12.0,B2,0
edition,4.8,7,10.0,3,0,3.5,2.5,2.0,8.0,B1,0
demanding,4.13,9,10.0,3,0,3.5,2.0,2.5,8.0,B2,0
demanding,4.13,9,10.0,3,0,3.5,2.0,2.5,8.0,B2,0
edit,4.3,4,10.0,2,0,4.0,2.0,2.5,8.0,B1,2
edging,3.15,6,10.0,2,1,3.0,2.5,2.0,12.0,B2,3
skeptical,3.68,9,10.0,3,1,3.5,2.0,2.5,10.0,B2,0
skeptical,3.68,9,10.0,3,1,3.5,2.0,2.5,10.0,B2,0
tether,2.96,6,10.0,2,1,3.0,3.5,3.2,8.0,C1,1
tether,2.96,6,10.0,2,1,3.0,3.5,3.2,8.0,C1,1
bobby,4.22,5,10.0,2,0,3.5,3.0,3.0,4.0,B2,1
bobby,4.22,5,10.0,2,0,3.0,2.5,2.0,3.5,B2,3
activist,4.13,8,12.0,3,0,4.0,2.5,3.0,10.0,B2,0
activist,4.13,8,12.0,3,0,4.2,2.8,3.0,10.5,B2,0
antitrust,3.37,9,12.0,3,1,3.5,2.0,2.0,14.0,C1,0
bloody,4.28,6,12.0,2,0,4.0,3.0,3.5,5.0,B2,1
bloody,4.28,6,12.0,2,0,4.0,3.5,3.8,6.0,B2,1
baroque,3.32,7,12.0,2,1,3.0,2.0,2.5,12.0,C1,3
caucus,3.58,6,12.0,2,1,3.0,2.0,2.5,12.0,C1,3
caucus,3.58,6,12.0,2,1,3.0,2.0,2.5,12.0,C1,3
aerospace,3.73,9,12.0,3,1,3.8,3.5,3.2,12.0,B2,0
surveillance,4.17,12,12.0,3,1,3.5,2.0,2.5,12.0,B2,0
paladin,2.98,7,12.0,3,0,2.0,2.5,3.0,12.0,C1,1
paladin,2.98,7,12.0,3,0,3.0,2.5,3.5,12.0,C1,3
properties,4.65,10,12.0,3,0,3.0,2.5,2.0,8.0,B1,0
ally,4.1,4,12.0,2,0,3.5,2.5,2.0,8.0,B2,3
allegedly,4.06,9,12.0,4,1,3.0,1.5,1.2,12.0,B2,0
allegedly,4.06,9,12.0,4,1,3.0,1.5,1.2,12.0,B2,0
oracle,3.7,6,12.0,3,0,3.0,2.5,2.8,12.0,C1,3
matrix,4.07,6,12.0,2,0,3.5,2.5,2.0,10.0,B2,3
mercuric,1.72,8,12.0,3,0,2.5,2.0,1.5,12.0,C1,0
nomenclature,3.21,12,12.0,4,1,3.0,2.0,2.0,15.0,C1,0
anode,2.86,5,12.0,2,1,2.5,3.5,2.0,12.0,C1,1
stein,3.65,5,12.0,1,0,2.5,3.5,3.0,4.0,B2,1
software,4.77,8,12.0,2,0,4.5,2.0,2.5,12.0,B1,3
tenancy,3.07,7,12.0,3,0,3.2,2.8,2.1,10.5,B2,0
aesthetic,4.02,9,12.0,3,1,3.5,2.0,3.0,12.0,C1,0
regime,4.3,6,12.0,2,1,3.5,2.5,2.0,10.0,B2,3
regime,4.3,6,12.0,2,1,3.5,2.5,2.0,10.0,B2,3
reprieve,2.88,8,12.0,2,1,3.0,2.0,2.5,10.5,C1,3
reprieve,2.88,8,12.0,2,1,3.0,2.0,2.5,10.5,C1,3
acquisition,4.26,11,12.0,4,1,3.0,2.5,2.0,10.0,B2,0
arresting,3.5,9,12.0,3,0,3.5,3.0,3.0,8.0,C1,0
arsenic,3.23,7,12.0,3,0,2.5,3.0,2.0,12.0,C1,1
given,5.41,5,12.0,2,0,4.5,2.0,2.5,4.0,B1,2
bias,4.18,4,12.0,2,1,3.5,2.0,2.0,10.0,B2,3
bias,4.18,4,12.0,2,1,3.5,2.0,2.0,10.0,B2,3
bespoke,3.2,7,12.0,2,1,2.5,2.0,2.0,12.0,C1,0
binary,3.95,6,12.0,3,1,3.5,2.0,2.0,12.0,B2,3
basically,4.63,9,12.0,4,1,4.0,1.5,1.5,7.0,B1,5
basically,4.63,9,12.0,4,1,4.0,1.5,1.5,7.0,B1,5
federation,4.26,10,12.0,4,1,3.0,2.5,2.0,10.0,B2,0
fixation,3.27,8,12.0,3,1,3.0,2.5,2.0,8.0,C1,0
fixation,3.27,8,12.0,3,1,3.0,2.5,2.0,8.0,C1,0
diffraction,3.05,11,12.0,3,1,2.5,2.0,2.0,15.0,C1,0
commonwealth,4.34,12,12.0,3,1,3.5,2.0,2.5,12.0,C1,0
bloc,3.6,4,12.0,1,1,3.0,2.5,2.0,10.0,B2,3
drawn,4.53,5,12.0,1,0,4.0,3.0,3.5,5.0,B1,2
cropper,2.53,7,12.0,2,0,2.5,3.5,3.0,8.0,C1,1
curling,3.51,7,12.0,2,0,3.0,3.5,3.0,10.0,B2,1
curling,3.51,7,12.0,2,0,3.0,3.5,3.5,10.0,B2,1
authoritarian,3.59,13,12.0,5,1,3.5,2.0,2.5,12.0,C1,0
austerity,3.41,9,12.0,4,1,3.0,2.0,2.5,12.0,C1,0
audit,4.04,5,12.0,2,1,3.5,2.5,2.0,10.0,B2,3
interstate,3.99,10,12.0,3,1,4.0,3.5,3.0,8.0,B2,1
interstate,3.99,10,12.0,3,1,4.0,3.5,3.0,8.0,B2,1
lacrosse,3.4,8,12.0,2,0,3.5,4.5,4.0,12.0,B2,1
initially,4.49,9,12.0,3,0,3.5,1.5,1.5,8.0,B2,0
initially,4.49,9,12.0,3,0,3.5,1.5,1.2,8.0,B2,0
mandate,3.97,7,12.0,2,1,3.5,2.0,2.5,10.0,B2,3
mandate,3.97,7,12.0,2,1,3.5,2.0,2.5,10.0,B2,3
undermine,3.65,9,12.0,3,1,3.5,2.0,2.5,10.0,B2,0
undermine,3.65,9,12.0,3,1,3.5,2.0,2.5,8.5,B2,0
underlying,4.17,10,12.0,4,1,3.5,2.0,2.0,8.0,B2,0
underlying,4.17,10,12.0,4,1,3.5,2.0,2.5,10.0,B2,0
visa,4.13,4,12.0,2,0,4.2,3.5,2.8,12.0,B1,3
virtual,4.32,7,12.0,3,1,4.0,2.0,2.5,10.0,B2,5
virtual,4.32,7,12.0,3,1,4.0,2.0,2.5,10.0,B2,5
expressly,3.48,9,12.0,3,1,3.0,2.0,2.5,10.0,C1,0
expressly,3.48,9,12.0,3,1,3.0,2.0,2.0,10.0,C1,0
feasible,3.72,8,12.0,3,1,3.5,2.0,2.0,10.0,B2,0
feasible,3.72,8,12.0,3,1,3.5,2.0,2.0,10.0,B2,0
manned,3.47,6,12.0,2,1,4.0,3.0,3.5,8.0,B2,1
extremist,3.46,9,12.0,3,1,3.5,2.0,2.5,12.0,C1,0
update,4.69,6,12.0,2,1,4.0,2.0,2.5,8.0,B1,2
unprecedented,3.82,13,12.0,5,1,3.0,1.5,1.8,12.0,C1,0
unprecedented,3.82,13,12.0,5,1,3.0,1.5,2.0,12.0,C1,0
timpani,2.19,7,12.0,3,1,2.5,3.5,3.0,12.0,C1,1
fleeting,3.32,8,12.0,2,1,3.0,2.0,2.5,10.0,B2,3
flowing,4.02,7,12.0,2,1,3.8,3.5,3.7,4.0,B2,1
rushed,3.98,6,12.0,2,1,4.0,2.0,2.5,5.0,B2,2
trilogy,3.86,7,12.0,3,1,3.5,2.5,3.0,10.0,B2,0
transition,4.46,10,12.0,3,1,3.5,2.5,2.0,8.0,B2,5
filibuster,2.89,10,12.0,4,1,3.0,2.0,2.5,12.0,C1,0
filibuster,2.89,10,12.0,4,1,3.0,1.5,1.5,12.0,C1,0
vulnerable,4.21,10,12.0,4,1,3.5,2.0,2.5,8.0,B2,0
vulnerable,4.21,10,12.0,4,1,3.5,2.1,2.3,8.0,B2,0
methane,3.54,7,12.0,2,1,3.0,3.5,2.5,12.0,B2,1
electronic,4.55,10,12.0,4,0,4.2,2.5,2.8,8.0,B1,5
merger,3.97,6,12.0,2,1,3.5,2.0,2.5,12.0,B2,3
merger,3.97,6,12.0,2,1,3.5,2.0,2.5,12.0,B2,3
elite,4.4,5,12.0,2,1,3.5,2.0,2.5,10.0,B2,3
mire,2.74,4,12.0,1,1,2.5,3.0,3.0,10.0,C1,0
duchy,3.0,5,12.0,2,1,2.5,3.0,2.0,12.0,C1,1
intent,4.28,6,12.0,2,1,3.5,2.0,2.5,8.0,B2,3
intent,4.28,6,12.0,2,1,3.5,2.0,2.5,8.0,B2,3
aborigines,2.95,10,12.0,5,0,3.0,3.5,3.5,12.0,B2,0
resurgent,2.61,9,12.0,3,1,3.0,2.0,2.5,12.0,C1,0
maritime,3.96,8,12.0,3,1,3.0,3.2,3.5,12.0,B2,1
whereas,4.41,7,12.0,2,0,3.5,1.5,1.2,10.0,B2,3
whereas,4.41,7,12.0,2,0,3.5,1.5,1.2,10.0,B2,3
restive,2.37,7,12.0,2,1,2.5,2.0,2.0,12.0,C1,0
restive,2.37,7,12.0,2,1,2.5,2.0,2.0,12.0,C1,0
reserved,4.18,8,12.0,2,1,3.5,2.5,2.0,8.0,B2,3
reserved,4.18,8,12.0,2,1,3.5,2.5,2.0,8.0,B2,3
resilient,3.5,9,12.0,3,1,3.5,2.5,2.8,10.0,B2,0
resilient,3.5,9,12.0,3,1,3.5,2.5,2.8,10.0,B2,0
equity,4.3,6,12.0,3,1,3.5,2.0,2.5,12.0,C1,3
measures,4.67,8,12.0,3,1,3.5,2.5,2.0,8.0,B2,0
measures,4.67,8,12.0,3,1,3.8,2.5,2.0,7.0,B2,5
withdrawn,3.9,9,12.0,2,1,3.0,2.0,2.5,10.0,B2,3
ethical,4.07,7,12.0,3,1,3.5,2.0,2.5,12.0,B2,3
ethical,4.07,7,12.0,3,1,3.5,2.0,2.5,12.0,B2,3
evade,3.39,5,12.0,2,1,3.5,2.0,2.5,8.0,B2,3
winger,3.57,6,12.0,2,0,3.0,3.5,3.0,8.0,B2,1
winger,3.57,6,12.0,2,0,3.5,3.0,3.0,10.0,B2,1
evolve,3.8,6,12.0,2,1,3.8,2.5,3.0,10.0,B2,3
evolve,3.8,6,12.0,2,1,3.5,2.0,2.5,10.0,B2,3
sovereignty,3.86,11,12.0,4,1,3.0,2.0,2.5,12.0,C1,0
honeydew,2.4,8,12.0,3,1,3.5,4.5,4.2,4.0,B2,1
honeydew,2.4,8,12.0,3,1,3.5,4.5,4.2,4.0,B2,1
stint,3.61,5,12.0,1,1,3.0,2.5,2.0,8.0,C1,3
stint,3.61,5,12.0,1,1,3.0,2.5,2.0,8.0,C1,3
stigmatize,2.22,10,12.0,3,1,2.5,1.5,1.8,12.0,C1,0
stigmatize,2.22,10,12.0,3,1,2.5,1.5,1.5,12.0,C1,0
stellar,3.76,7,12.0,2,1,3.5,2.0,3.0,12.0,C1,3
stellar,3.76,7,12.0,2,1,3.0,2.0,2.5,12.0,C1,3
sounding,3.9,8,12.0,2,0,3.5,2.0,2.5,5.0,B2,3
starred,3.71,7,12.0,2,1,3.0,2.5,2.0,7.0,B2,3
stark,4.01,5,12.0,1,1,3.0,2.5,2.0,8.0,B2,3
impasse,2.96,7,12.0,2,1,3.0,2.0,2.5,12.0,C1,3
indignation,3.08,11,12.0,4,1,3.5,2.0,2.5,10.5,C1,0
infamous,3.75,8,12.0,3,1,3.5,2.0,2.5,10.0,B2,0
infrastructure,4.46,14,12.0,4,1,3.5,2.5,2.0,12.0,B2,0
intermittent,3.39,12,12.0,4,1,3.0,2.0,2.5,12.0,C1,0
shrapnel,3.15,8,12.0,2,1,3.0,3.5,3.5,12.0,C1,1
solvent,3.44,7,12.0,2,1,3.5,3.2,2.8,12.0,B2,3
solvent,3.44,7,12.0,2,1,3.0,3.5,2.5,12.0,B2,1
solvency,2.71,8,12.0,3,1,3.0,2.0,2.5,12.0,C1,0
impoverished,3.35,12,12.0,5,1,3.0,2.0,2.5,10.0,C1,0
irreparable,2.91,11,12.0,5,1,3.0,1.5,1.5,12.0,C1,0
incoherent,3.09,10,12.0,4,1,3.0,1.5,1.5,12.0,C1,0
incoherent,3.09,10,12.0,4,1,3.0,1.5,1.5,12.0,C1,0
imposing,3.73,8,12.0,3,1,3.0,2.5,3.0,10.0,B2,0
