HIT_ID,Sentence,Start_Offset,End_Offset,Complex_Phrase,Native_Annotators,Non_Native_Annotators,Total_Annotators
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"He played 502 career NHL games , scoring 185 goals and 159 assists for 344 points .",33,40,scoring,1,0,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"He played 502 career NHL games , scoring 185 goals and 159 assists for 344 points .",59,66,assists,1,2,3
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"Stewart died on November 18 , 2010 , in a hospital in Burlington , Ontario , at the age of 87 .",42,50,hospital,1,0,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"Stewart died on November 18 , 2010 , in a hospital in Burlington , Ontario , at the age of 87 .",54,74,"Burlington , Ontario",1,0,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"James Gaye Stewart ( June 28 , 1923 - November 18 , 2010 ) was a professional ice hockey forward .",65,77,professional,1,6,7
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"James Gaye Stewart ( June 28 , 1923 - November 18 , 2010 ) was a professional ice hockey forward .",65,96,professional ice hockey forward,2,0,2
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"James Gaye Stewart ( June 28 , 1923 - November 18 , 2010 ) was a professional ice hockey forward .",82,96,hockey forward,1,0,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"In all , Gaye Stewart played for five of the NHL 's Original Six teams , all except the Boston Bruins .",52,70,Original Six teams,1,0,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"In all , Gaye Stewart played for five of the NHL 's Original Six teams , all except the Boston Bruins .",77,83,except,0,2,2
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",19,28,competing,3,5,8
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",19,45,competing physical effects,1,0,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",29,37,physical,1,0,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",29,45,physical effects,2,0,2
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",48,55,gravity,4,0,4
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",113,119,ground,0,1,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",130,142,heat content,0,1,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",135,142,content,0,1,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",173,182,molecules,10,5,15
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",186,192,bounce,1,1,2
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .",186,196,bounce off,1,2,3
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",7,18,flight deck,2,2,4
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",25,35,definitive,6,8,14
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",25,46,definitive instrument,3,0,3
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",61,69,altitude,5,6,11
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",77,95,pressure altimeter,5,2,7
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",86,95,altimeter,7,5,12
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",110,117,aneroid,7,4,11
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",110,127,aneroid barometer,8,4,12
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",118,127,barometer,4,2,6
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",146,156,indicating,2,1,3
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",176,182,metres,1,0,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",185,192,instead,0,1,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",196,207,atmospheric,4,4,8
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure .",196,216,atmospheric pressure,3,0,3
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"The human body can adapt to high altitude by breathing faster , having a higher heart rate , and adjusting its blood chemistry .",19,24,adapt,1,2,3
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"The human body can adapt to high altitude by breathing faster , having a higher heart rate , and adjusting its blood chemistry .",28,41,high altitude,0,1,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"The human body can adapt to high altitude by breathing faster , having a higher heart rate , and adjusting its blood chemistry .",33,41,altitude,2,0,2
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"The human body can adapt to high altitude by breathing faster , having a higher heart rate , and adjusting its blood chemistry .",97,106,adjusting,1,0,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"The human body can adapt to high altitude by breathing faster , having a higher heart rate , and adjusting its blood chemistry .",111,126,blood chemistry,2,1,3
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"The human body can adapt to high altitude by breathing faster , having a higher heart rate , and adjusting its blood chemistry .",117,126,chemistry,3,0,3
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"Because of the lower pressure , the air expands as it rises , which causes it to cool .",15,29,lower pressure,1,0,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"Because of the lower pressure , the air expands as it rises , which causes it to cool .",40,47,expands,1,0,1
3EQVJH0T40MEKNJVVS84Z5GO6JQHTH,"Because of the lower pressure , the air expands as it rises , which causes it to cool .",54,59,rises,0,1,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"She taught English literature at the private , church-run University of Nanking 金陵大學 , Ginling College 金陵女子大学 and at the National Central University 國立中央大學 .",4,10,taught,2,3,5
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"She taught English literature at the private , church-run University of Nanking 金陵大學 , Ginling College 金陵女子大学 and at the National Central University 國立中央大學 .",11,29,English literature,1,0,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"She taught English literature at the private , church-run University of Nanking 金陵大學 , Ginling College 金陵女子大学 and at the National Central University 國立中央大學 .",19,29,literature,5,3,8
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"She taught English literature at the private , church-run University of Nanking 金陵大學 , Ginling College 金陵女子大学 and at the National Central University 國立中央大學 .",37,44,private,2,1,3
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"She taught English literature at the private , church-run University of Nanking 金陵大學 , Ginling College 金陵女子大学 and at the National Central University 國立中央大學 .",47,57,church-run,4,3,7
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",10,15,sharp,0,1,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",18,24,curved,0,1,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",18,30,curved claws,2,2,4
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",25,30,claws,1,5,6
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",38,45,suction,4,4,8
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",38,50,suction cups,4,3,7
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",54,59,squid,0,4,4
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",54,69,squid tentacles,6,2,8
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",60,69,tentacles,7,6,13
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",81,95,rubber coating,1,0,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",88,95,coating,0,1,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",103,107,hull,5,7,12
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .",119,124,Stein,1,0,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,The kraken is a legendary tentacled monster possibly based on sightings of real giant squid .,4,10,kraken,10,1,11
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,The kraken is a legendary tentacled monster possibly based on sightings of real giant squid .,16,25,legendary,3,6,9
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,The kraken is a legendary tentacled monster possibly based on sightings of real giant squid .,16,35,legendary tentacled,1,1,2
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,The kraken is a legendary tentacled monster possibly based on sightings of real giant squid .,26,35,tentacled,3,0,3
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,The kraken is a legendary tentacled monster possibly based on sightings of real giant squid .,36,43,monster,1,1,2
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,The kraken is a legendary tentacled monster possibly based on sightings of real giant squid .,62,71,sightings,1,5,6
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,The kraken is a legendary tentacled monster possibly based on sightings of real giant squid .,80,85,giant,1,0,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,The kraken is a legendary tentacled monster possibly based on sightings of real giant squid .,86,91,squid,1,0,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In February 2007 , a New Zealand fishing vessel caught a colossal squid weighing 495 kg ( 1,091 lb ) and measuring around 10 m ( 33 ft ) off the coast of Antarctica .",33,47,fishing vessel,0,1,1
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In February 2007 , a New Zealand fishing vessel caught a colossal squid weighing 495 kg ( 1,091 lb ) and measuring around 10 m ( 33 ft ) off the coast of Antarctica .",41,47,vessel,1,2,3
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In February 2007 , a New Zealand fishing vessel caught a colossal squid weighing 495 kg ( 1,091 lb ) and measuring around 10 m ( 33 ft ) off the coast of Antarctica .",57,65,colossal,10,7,17
3K1H3NEY7L0T32SNPWQ791M1OXPDGV,"In February 2007 , a New Zealand fishing vessel caught a colossal squid weighing 495 kg ( 1,091 lb ) and measuring around 10 m ( 33 ft ) off the coast of Antarctica .",57,71,colossal squid,1,1,2
