,word,complex_percentage,length,frequency,aoa,Familiarity,Concreteness
3614,oracle,0.0,6,3.7,11.82,0.0,0.0
3615,orbitals,25.0,8,2.64,,,
3616,orchestral,50.0,10,3.26,11.12,0.0,0.0
3617,order,0.0,5,5.49,6.26,570.0,344.0
3618,organic,0.0,7,4.4,13.68,0.0,0.0
3620,organization,0.0,12,4.92,9.16,0.0,0.0
3621,organizations,10.0,13,4.67,,0.0,0.0
3622,organize,0.0,8,3.98,6.33,0.0,0.0
3623,organized,7.5,9,4.51,,0.0,0.0
3624,organizes,10.0,9,3.08,,0.0,0.0
3629,original,5.0,8,5.16,7.67,525.0,0.0
3630,originally,6.666666666666667,10,4.69,,0.0,0.0
3631,originated,60.0,10,3.8,,0.0,0.0
3632,orphanage,5.0,9,3.38,8.89,0.0,0.0
3635,otherwise,20.0,9,4.88,,0.0,0.0
3637,ottoman,3.3333333333333335,7,3.62,10.94,0.0,0.0
3638,ousted,100.0,6,3.19,,0.0,0.0
3639,ouster,53.333333333333336,6,2.72,13.07,0.0,0.0
3640,outcrops,35.0,8,2.79,,0.0,0.0
3641,outdoors,20.0,8,3.71,,0.0,0.0
3642,outer,10.0,5,4.25,7.32,0.0,0.0
3643,outgoing,21.666666666666668,8,3.59,8.11,524.0,0.0
3644,outlet,5.0,6,4.0,8.32,0.0,0.0
3645,outlined,40.0,8,3.87,,0.0,0.0
3646,outlines,40.0,8,3.6,,0.0,0.0
3647,outlining,16.666666666666668,9,3.31,,0.0,0.0
3648,output,13.333333333333334,6,4.43,10.72,487.0,0.0
3649,outside,0.0,7,5.25,,607.0,0.0
3650,outskirts,51.666666666666664,9,3.56,10.55,0.0,0.0
3651,outstanding,40.0,11,4.5,7.22,0.0,0.0
3652,overall,6.0,7,4.9,8.28,0.0,0.0
3653,overcrowding,90.0,12,3.05,,0.0,0.0
3654,overdue,35.0,7,3.5,7.78,0.0,0.0
3655,overextended,50.0,12,2.4,,,
3656,overlapping,45.0,11,3.56,10.33,0.0,0.0
3657,overnight,18.333333333333332,9,4.19,,0.0,0.0
3658,overseas,80.0,8,4.29,,0.0,0.0
3659,oversee,12.5,7,3.51,11.0,0.0,0.0
3660,overseeing,40.0,10,3.38,,0.0,0.0
3661,overshadowed,50.0,12,3.23,,0.0,0.0
3662,overspending,53.333333333333336,12,2.4,,,
3663,overt,40.0,5,3.31,14.62,0.0,0.0
3664,overthrown,93.33333333333331,10,3.1,,0.0,0.0
3665,overwhelming,66.66666666666667,12,4.08,9.94,0.0,0.0
3666,overwhelmingly,80.0,14,3.54,,,
3668,owing,30.0,5,3.73,,0.0,0.0
3669,owned,10.0,5,4.76,,0.0,0.0
3670,owners,10.0,6,4.65,,0.0,0.0
3671,ownership,5.0,9,4.4,9.39,464.0,336.0
3672,oxygen,0.0,6,4.25,8.63,529.0,484.0
3673,pace,10.0,4,4.38,8.21,0.0,0.0
3674,pack,0.0,4,4.66,6.55,0.0,0.0
3675,package,3.3333333333333335,7,4.46,6.61,497.0,580.0
3676,packed,20.0,6,4.31,,0.0,0.0
3677,pact,12.22222222222222,4,3.73,9.37,361.0,372.0
3678,pad,25.0,3,4.01,8.83,0.0,0.0
3679,page,0.0,4,5.12,5.16,603.0,571.0
3680,pageantry,100.0,9,2.58,10.53,0.0,0.0
3681,pages,0.0,5,4.62,,0.0,0.0
3682,painful,30.0,7,4.32,6.44,0.0,0.0
3683,painted,10.0,7,4.35,,0.0,0.0
3684,painter,5.0,7,3.93,5.6,575.0,568.0
3685,painters,20.0,8,3.56,,0.0,0.0
3686,paintings,10.0,9,4.2,,0.0,0.0
3687,pair,10.0,4,4.72,5.94,544.0,377.0
3688,palace,0.0,6,4.45,6.89,462.0,579.0
3690,paladin,5.0,7,2.98,,0.0,0.0
3692,paleontology,10.0,12,2.79,12.83,0.0,0.0
3694,palm,3.3333333333333335,4,4.23,6.0,515.0,596.0
3698,panel,40.0,5,4.55,9.11,0.0,0.0
3699,pantomime,100.0,9,3.0,9.33,0.0,0.0
3701,papers,0.0,6,4.61,,0.0,0.0
3702,paperwork,25.0,9,3.84,7.53,,
3703,parallel,10.0,8,4.27,9.95,0.0,0.0
3704,paralyzed,100.0,9,3.44,,0.0,0.0
3705,parasite,26.666666666666668,8,3.51,9.94,0.0,0.0
3706,parasites,40.0,9,3.5,,0.0,0.0
3707,parasitic,30.0,9,3.27,11.83,0.0,0.0
3708,parasitism,50.0,10,2.27,14.36,0.0,0.0
3710,pardoned,100.0,8,3.11,,0.0,0.0
3711,parent,10.0,6,4.57,4.22,0.0,0.0
3712,parish,12.0,6,4.11,10.79,434.0,434.0
3713,park,6.0,4,5.16,4.47,571.0,579.0
3714,parked,10.0,6,3.91,,0.0,0.0
3715,parliament,6.0,10,4.74,12.0,511.0,456.0
3716,parliamentarians,30.0,16,2.95,,0.0,0.0
3717,parliamentary,10.0,13,4.18,12.44,0.0,0.0
3719,part,18.0,4,5.78,5.11,579.0,339.0
3721,partial,10.0,7,4.17,9.68,0.0,0.0
3722,partially,0.0,9,4.19,,0.0,0.0
3723,participant,0.0,11,3.78,8.42,430.0,439.0
3724,participants,10.0,12,4.4,,0.0,0.0
3725,participate,7.5,11,4.42,7.05,0.0,0.0
3726,particular,3.3333333333333335,10,5.0,8.05,514.0,0.0
3727,particularly,5.0,12,4.96,,0.0,0.0
3728,parties,2.857142857142857,7,4.89,,0.0,0.0
3729,partisan,35.0,8,3.81,14.05,0.0,0.0
3730,partly,10.0,6,4.3,,0.0,0.0
3731,partner,0.0,7,4.84,5.85,555.0,500.0
3732,partners,0.0,8,4.56,,0.0,0.0
3733,partnership,14.0,11,4.48,9.89,0.0,0.0
3734,partnerships,20.0,12,3.82,,0.0,0.0
3735,party,2.142857142857143,5,5.49,4.58,619.0,496.0
3736,passed,13.333333333333334,6,4.92,,0.0,0.0
3737,passengers,6.0,10,4.34,,0.0,0.0
3740,passing,0.0,7,4.63,,566.0,0.0
3741,passion,10.0,7,4.44,10.79,502.0,300.0
3742,passively,25.0,9,3.01,,0.0,0.0
3743,past,10.0,4,5.36,6.78,545.0,293.0
3744,pastor,5.0,6,4.08,6.79,461.0,567.0
3746,patent,13.75,6,4.18,12.41,426.0,400.0
3747,patented,3.3333333333333335,8,3.54,11.53,0.0,0.0
3748,patents,12.5,7,3.77,,0.0,0.0
3749,path,15.0,4,4.71,6.11,531.0,504.0
3750,patriot,60.0,7,3.73,10.14,0.0,0.0
3751,patrol,10.0,6,4.14,8.56,0.0,0.0
3752,patrolling,50.0,10,3.2,,0.0,0.0
3753,patrols,15.0,7,3.48,,0.0,0.0
3758,pavilion,10.0,8,3.62,10.58,0.0,0.0
3760,paws,60.0,4,3.43,,0.0,0.0
3761,payments,30.0,8,4.48,,0.0,0.0
3762,payroll,33.333333333333336,7,3.76,12.79,,
3763,peace,11.333333333333334,5,5.02,6.32,571.0,309.0
3764,peaceful,7.5,8,4.28,7.22,560.0,360.0
3765,peat,35.0,4,3.3,12.93,0.0,0.0
3766,pebbles,12.857142857142858,7,3.17,,0.0,0.0
3767,peculiarities,50.0,13,2.73,,0.0,0.0
3768,pedestal,100.0,8,3.35,10.8,0.0,0.0
3769,pedestrian,42.5,10,3.71,9.75,0.0,0.0
3770,pellets,30.0,7,3.26,,0.0,0.0
3771,penalties,20.0,9,4.08,,0.0,0.0
3772,penalty,10.0,7,4.45,8.89,0.0,0.0
3773,pending,16.666666666666668,7,4.02,11.85,0.0,0.0
3774,penned,100.0,6,3.38,,0.0,0.0
3775,pentagon,10.0,8,3.7,,0.0,0.0
3776,people,5.0,6,6.25,3.52,628.0,540.0
3777,percent,10.0,7,5.04,8.19,,
3778,percentage,5.0,10,4.48,10.26,0.0,0.0
3779,perennial,33.333333333333336,9,3.51,14.28,0.0,0.0
3780,perfection,0.0,10,3.99,9.81,0.0,0.0
3781,perfectly,10.0,9,4.61,,0.0,0.0
3782,performance,20.0,11,5.16,7.74,530.0,409.0
3783,performances,15.0,12,4.29,,0.0,0.0
3784,performed,10.0,9,4.68,,0.0,0.0
3785,performer,20.0,9,3.8,6.5,479.0,529.0
3786,performing,13.333333333333334,10,4.56,,0.0,0.0
3788,perimeter,100.0,9,3.68,9.63,0.0,0.0
3789,period,0.0,6,5.21,6.78,573.0,358.0
3790,peripheral,26.666666666666668,10,3.66,13.67,0.0,0.0
3791,permanent,0.0,9,4.57,7.75,526.0,336.0
3792,permitted,10.0,9,4.13,,0.0,0.0
3793,peroxide,2.5,8,3.13,9.84,0.0,0.0
3795,persisted,100.0,9,3.34,,0.0,0.0
3796,person,3.3333333333333335,6,5.55,4.67,620.0,562.0
3797,personnel,7.272727272727272,9,4.56,11.26,482.0,429.0
3798,pertaining,100.0,10,3.6,,0.0,0.0
3800,peter,10.0,5,4.88,,0.0,0.0
3802,petition,5.0,8,4.3,11.06,0.0,0.0
3806,phase,15.0,5,4.64,9.4,516.0,360.0
3808,phenomenon,50.0,10,4.13,11.94,0.0,0.0
3809,phew,10.0,4,3.14,,0.0,0.0
3814,phoenix,0.0,7,4.21,,0.0,0.0
3815,phone,5.0,5,5.3,4.11,550.0,624.0
3816,photo,10.0,5,4.97,5.16,0.0,0.0
3817,photocopier,30.0,11,2.14,10.22,0.0,0.0
3818,photograph,0.0,10,4.23,6.68,551.0,590.0
3819,photographs,5.0,11,4.34,,0.0,0.0
3822,physical,0.0,8,4.94,8.16,0.0,0.0
3823,physics,0.0,7,4.39,11.68,483.0,406.0
3824,physiologist,100.0,12,2.55,15.32,0.0,0.0
3825,pi,25.0,2,3.92,11.94,0.0,0.0
3826,pianist,35.0,7,3.48,7.94,473.0,565.0
3827,pictorial,30.0,9,3.22,12.89,0.0,0.0
3828,picture,12.5,7,5.13,4.05,597.0,579.0
3829,pictured,16.666666666666668,8,3.79,,0.0,0.0
3830,picturesque,40.0,11,3.5,13.06,0.0,0.0
3831,piece,5.0,5,5.04,4.89,511.0,384.0
3832,pieces,8.0,6,4.72,,0.0,0.0
3834,pilgrimage,90.0,10,3.5,10.5,0.0,0.0
3836,pillars,20.0,7,3.62,,0.0,0.0
3837,pilot,0.0,5,4.52,6.32,0.0,0.0
3838,pilots,0.0,6,4.12,,0.0,0.0
3839,pinnacle,50.0,8,3.45,12.67,0.0,0.0
3840,pioneer,60.0,7,3.91,7.56,346.0,467.0
3843,pit,6.666666666666667,3,4.27,6.14,493.0,593.0
3844,pitches,50.0,7,3.64,,0.0,0.0
3846,pits,27.5,4,3.72,,0.0,0.0
3847,pivotal,50.0,7,3.5,12.0,0.0,0.0
3848,place,3.3333333333333335,5,5.71,4.95,612.0,427.0
3849,places,0.0,6,5.03,,0.0,0.0
3850,plan,5.0,4,5.29,6.78,571.0,357.0
3851,plane,10.0,5,4.72,4.95,558.0,535.0
3852,planet,5.0,6,4.68,6.67,457.0,523.0
3853,planned,10.0,7,4.69,,0.0,0.0
3854,planning,10.0,8,4.9,,0.0,0.0
3855,plans,0.0,5,5.01,,0.0,0.0
3856,plantations,25.0,11,3.46,,0.0,0.0
3857,plated,15.0,6,3.45,,0.0,0.0
3858,platform,60.0,8,4.67,7.83,498.0,547.0
3859,platforms,0.0,9,4.19,,0.0,0.0
3860,play,0.0,4,5.61,4.1,586.0,468.0
3861,player,0.0,6,5.19,6.89,0.0,0.0
3862,players,10.0,7,5.3,,0.0,0.0
3863,playing,7.5,7,5.37,,582.0,379.0
3864,plays,10.0,5,4.84,,0.0,0.0
3865,plaza,0.0,5,3.91,9.83,228.0,479.0
3866,plea,35.0,4,3.95,8.42,478.0,308.0
3867,pleas,62.5,5,3.51,,0.0,0.0
3868,pleasantries,100.0,12,2.52,,0.0,0.0
3869,please,10.0,6,5.66,,0.0,0.0
3870,pleasure,10.0,8,4.57,8.21,583.0,302.0
3871,pledge,35.0,6,4.0,7.17,442.0,360.0
3874,plethora,40.0,8,3.24,12.86,0.0,0.0
3876,plot,10.0,4,4.58,8.65,515.0,379.0
3877,plotted,30.0,7,3.31,,0.0,0.0
3878,plug,15.0,4,4.14,6.05,575.0,558.0
3879,plummeting,55.0,10,2.68,,,
3880,plundering,50.0,10,2.72,,0.0,0.0
3881,plunged,47.5,7,3.4,,0.0,0.0
3882,plutocrats,50.0,10,2.13,,0.0,0.0
3883,pm,0.0,2,4.69,,0.0,0.0
3885,pocket,10.0,6,4.48,4.74,590.0,578.0
3887,poem,10.0,4,4.25,6.89,0.0,0.0
3888,poems,0.0,5,4.11,,0.0,0.0
3889,point,20.0,5,5.54,4.55,538.0,464.0
3890,pointed,0.0,7,4.46,,0.0,0.0
3892,police,2.5,6,5.33,5.05,0.0,0.0
3893,policies,10.0,8,4.71,,0.0,0.0
3894,policing,0.0,8,3.62,,0.0,0.0
3895,policy,5.0,6,5.17,10.32,0.0,0.0
3896,polish,0.0,6,4.29,8.06,485.0,535.0
3897,political,4.864864864864865,9,5.29,9.83,0.0,0.0
3898,politically,0.0,11,4.06,,0.0,0.0
3899,politicians,0.0,11,4.54,,0.0,0.0
3900,politicizing,32.5,12,2.31,,0.0,0.0
3901,politics,20.0,8,4.87,9.37,0.0,0.0
3902,poll,16.666666666666668,4,4.35,11.58,453.0,429.0
3903,polling,6.666666666666667,7,3.83,10.19,0.0,0.0
3904,polls,5.714285714285714,5,4.1,,0.0,0.0
3908,pool,25.0,4,4.67,5.15,541.0,573.0
3909,poor,0.0,4,5.09,6.11,548.0,311.0
3911,pope,10.0,4,4.38,8.83,489.0,593.0
3912,popular,2.0,7,5.07,6.61,626.0,0.0
3913,populated,10.0,9,3.79,,0.0,0.0
3914,population,10.0,10,5.01,8.11,543.0,406.0
3916,portal,10.0,6,4.0,11.0,252.0,545.0
3917,portfolio,34.44444444444444,9,4.15,13.84,0.0,0.0
3918,portfolios,46.0,10,3.36,,0.0,0.0
3920,portion,10.0,7,4.53,8.39,507.0,384.0
3921,portrait,40.0,8,4.22,7.61,427.0,570.0
3922,portray,55.0,7,3.63,10.95,486.0,337.0
3923,posh,40.0,4,3.4,11.88,0.0,0.0
3924,posing,20.0,6,3.71,,0.0,0.0
3925,position,10.0,8,5.21,8.72,559.0,351.0
3926,positioned,6.0,10,3.79,,0.0,0.0
3927,positions,0.0,9,4.63,,0.0,0.0
3928,possibility,10.0,11,4.58,8.47,0.0,0.0
3929,post,0.0,4,5.43,8.11,586.0,533.0
3932,postdoctoral,30.0,12,3.13,14.94,,
3933,poster,26.666666666666668,6,4.19,8.12,545.0,592.0
3934,posters,10.0,7,3.99,,0.0,0.0
3935,posting,10.0,7,4.39,,0.0,0.0
3936,postmortem,60.0,10,2.75,12.22,,
3937,pot,0.0,3,4.4,5.95,577.0,584.0
3938,potential,27.142857142857142,9,5.01,9.61,0.0,0.0
3939,potentially,25.0,11,4.39,,0.0,0.0
3940,pounce,23.333333333333332,6,2.97,9.06,0.0,0.0
3941,pounds,0.0,6,4.53,,0.0,0.0
3942,poverty,20.0,7,4.46,9.68,529.0,343.0
3944,power,10.0,5,5.52,7.48,556.0,325.0
3945,powered,10.0,7,4.25,,0.0,0.0
3946,powerful,0.0,8,4.85,6.42,0.0,0.0
3947,powerhouse,20.0,10,3.44,9.05,,
3948,powers,0.0,6,4.7,,0.0,0.0
3949,practically,5.0,11,4.19,,0.0,0.0
3950,practice,2.5,8,5.06,6.24,0.0,0.0
3952,praise,10.0,6,4.31,7.95,502.0,354.0
3953,praised,20.0,7,4.02,,0.0,0.0
3954,praises,20.0,7,3.51,,0.0,0.0
3961,preached,30.0,8,3.37,,0.0,0.0
3962,preceded,80.0,8,3.68,,0.0,0.0
3963,precious,10.0,8,4.33,7.57,513.0,0.0
3964,precisely,30.0,9,4.2,,0.0,0.0
3965,predated,50.0,8,2.46,,,
3966,predators,90.0,9,3.74,,0.0,0.0
3967,predatory,17.5,9,3.39,11.56,0.0,0.0
3968,predawn,60.0,7,2.04,9.83,,
3969,predicted,60.0,9,4.12,,0.0,0.0
3970,prediction,40.0,10,3.96,9.68,0.0,0.0
3971,preferential,45.0,12,3.21,12.59,0.0,0.0
3972,preferred,32.5,9,4.35,,0.0,0.0
3973,preliminary,20.833333333333332,11,4.16,12.28,409.0,0.0
3974,premier,0.0,7,4.56,11.32,0.0,0.0
3975,premiered,50.0,9,3.32,,,
3976,premiers,10.0,8,3.12,,0.0,0.0
3978,preoccupied,60.0,11,3.26,9.84,0.0,0.0
3979,preparation,0.0,11,4.32,9.33,532.0,338.0
3980,preparations,16.666666666666668,12,3.87,,0.0,0.0
3981,prepare,0.0,7,4.55,7.72,0.0,0.0
3982,preparing,10.0,9,4.33,,0.0,0.0
3983,presence,3.888888888888889,8,4.73,9.17,514.0,326.0
3984,present,0.0,7,5.18,4.83,569.0,389.0
3986,presently,0.0,9,3.72,,0.0,0.0
3987,preservation,50.0,12,4.01,10.95,0.0,0.0
3988,preserve,25.0,8,4.19,9.63,0.0,0.0
3989,preserved,28.571428571428573,9,4.07,,0.0,0.0
3990,preserves,60.0,9,3.36,,0.0,0.0
3991,preserving,60.0,10,3.73,,0.0,0.0
3992,presidency,7.5,10,4.16,8.44,0.0,0.0
3993,president,2.5,9,5.45,6.89,538.0,526.0
3995,presidential,6.4,12,4.52,8.89,0.0,0.0
3996,presidents,0.0,10,4.08,,0.0,0.0
3997,press,2.5,5,5.16,6.4,0.0,0.0
3999,pressed,5.0,7,4.12,,0.0,0.0
4000,pressure,8.571428571428571,8,5.01,8.95,544.0,379.0
4001,prestige,70.0,8,3.75,11.59,441.0,248.0
4002,presumed,50.0,8,3.62,,0.0,0.0
4003,presumptive,55.0,11,2.82,12.89,0.0,0.0
4004,pretty,10.0,6,5.38,,584.0,341.0
4005,prevailing,100.0,10,3.55,12.26,0.0,0.0
4006,prevent,10.0,7,4.79,8.6,0.0,0.0
4007,prevented,5.0,9,4.09,,0.0,0.0
4008,preventing,8.75,10,4.12,,0.0,0.0
4009,previous,7.5,8,5.0,8.44,545.0,0.0
4010,previously,12.0,10,4.83,,0.0,0.0
4011,prey,10.0,4,3.98,9.42,443.0,464.0
4012,priest,7.5,6,4.33,7.1,484.0,561.0
4013,primarily,0.0,9,4.48,,0.0,0.0
4014,primary,4.285714285714286,7,4.88,8.89,497.0,326.0
4015,prime,8.0,5,4.81,8.83,492.0,360.0
4017,primed,20.0,6,3.15,,0.0,0.0
4020,primitive,40.0,9,3.8,9.28,0.0,0.0
4021,principal,7.5,9,4.52,5.58,491.0,381.0
4022,principles,10.0,10,4.42,9.95,0.0,0.0
4023,print,20.0,5,4.54,7.67,0.0,0.0
4024,prior,5.0,5,4.85,10.63,444.0,0.0
4025,prison,12.0,6,4.8,7.5,462.0,570.0
4026,prisoner,0.0,8,4.2,8.0,485.0,548.0
4027,prisons,10.0,7,3.83,,0.0,0.0
4028,privacy,10.0,7,4.36,7.84,0.0,0.0
4029,private,5.0,7,5.19,6.16,570.0,350.0
4030,privately,5.0,9,4.01,,0.0,0.0
4032,prize,0.0,5,4.59,,508.0,474.0
4038,probably,10.0,8,5.37,,0.0,0.0
4039,probe,38.75,5,3.99,9.9,0.0,0.0
4040,probes,40.0,6,3.43,,0.0,0.0
4041,problem,10.0,7,5.4,6.06,596.0,360.0
4042,problematic,20.0,11,3.87,11.63,0.0,0.0
4043,problems,10.0,8,5.19,,0.0,0.0
4044,proceed,30.0,7,4.18,8.33,0.0,0.0
4045,proceeding,30.0,10,3.66,,0.0,0.0
4046,proceedings,26.666666666666668,11,4.18,,0.0,0.0
4047,process,8.0,7,5.26,10.7,0.0,0.0
4048,proclaimed,70.0,10,3.77,,0.0,0.0
4049,produce,0.0,7,4.78,7.75,534.0,432.0
4050,production,10.0,10,5.14,9.21,545.0,318.0
4051,professional,31.666666666666668,12,5.05,9.06,520.0,379.0
4052,professor,5.0,9,4.9,10.89,583.0,549.0
4053,profile,14.0,7,4.82,9.0,445.0,510.0
4054,profoundly,30.0,10,3.51,,0.0,0.0
4055,profundities,50.0,12,1.21,,0.0,0.0
4057,programming,2.5,11,4.37,10.58,0.0,0.0
4058,progress,15.0,8,4.78,9.0,0.0,0.0
4059,prohibited,70.0,10,3.99,,0.0,0.0
4060,prohibits,75.0,9,3.42,,0.0,0.0
4061,project,5.0,7,5.22,9.0,0.0,0.0
4062,projected,30.0,9,3.99,,0.0,0.0
4063,projects,10.0,8,4.81,,0.0,0.0
4064,promise,7.5,7,4.71,5.67,598.0,0.0
4065,promised,5.0,8,4.49,,566.0,0.0
4066,promote,0.0,7,4.56,10.32,0.0,0.0
4067,prompted,95.0,8,3.88,,0.0,0.0
4068,prompting,30.0,9,3.45,,0.0,0.0
4069,pronounced,47.5,10,4.06,,0.0,0.0
4070,pronunciation,5.0,13,3.51,8.38,0.0,0.0
4071,proof,20.0,5,4.7,8.06,546.0,328.0
4072,prop,10.0,4,3.77,10.83,444.0,474.0
4073,propaganda,28.571428571428573,10,4.17,12.1,0.0,0.0
4074,proper,0.0,6,4.72,7.63,546.0,0.0
4075,properties,0.0,10,4.65,,0.0,0.0
4076,property,8.297872340425531,8,5.11,8.16,531.0,460.0
4077,proportion,20.0,10,4.11,11.79,529.0,305.0
4078,proposed,7.5,8,4.71,,0.0,0.0
4079,prosecutors,36.666666666666664,11,3.64,,0.0,0.0
4080,prospect,15.0,8,4.13,10.26,0.0,0.0
4081,prospects,80.0,9,4.07,,0.0,0.0
4082,prosperity,30.0,10,3.91,10.4,477.0,301.0
4083,prostate,20.0,8,3.67,15.0,0.0,0.0
4084,protect,5.0,7,4.92,6.79,0.0,0.0
4085,protected,0.0,9,4.51,,0.0,0.0
4086,protecting,0.0,10,4.3,,0.0,0.0
4087,protest,15.0,7,4.45,9.11,530.0,339.0
4088,protesters,29.285714285714285,10,4.0,,0.0,0.0
4089,protesting,0.0,10,3.76,,0.0,0.0
4090,protests,11.48148148148148,8,4.2,,0.0,0.0
4092,prototype,80.0,9,3.83,12.65,0.0,0.0
4093,provide,7.5,7,5.15,7.74,0.0,0.0
4094,provides,0.0,8,4.8,,0.0,0.0
4095,providing,0.0,9,4.72,,0.0,0.0
4096,province,11.764705882352942,8,4.47,10.06,0.0,0.0
4097,provinces,13.333333333333334,9,4.03,,0.0,0.0
4098,provisioning,23.333333333333332,12,2.71,,0.0,0.0
4099,provisions,36.666666666666664,10,4.12,,0.0,0.0
4100,provocative,36.666666666666664,11,3.44,12.21,0.0,0.0
4101,proxies,40.0,7,3.08,,0.0,0.0
4102,proxy,50.0,5,3.73,14.88,350.0,365.0
4104,psychiatry,20.0,10,3.56,11.61,0.0,0.0
4105,psychological,20.0,13,4.27,11.65,0.0,0.0
4106,psychologists,60.0,13,3.56,,0.0,0.0
4107,psychopath,45.0,10,3.32,13.22,0.0,0.0
4108,pub,14.0,3,4.23,12.05,0.0,0.0
4109,public,6.0,6,5.57,8.47,602.0,356.0
4110,publicly,10.0,8,4.28,,0.0,0.0
4111,published,5.0,9,5.07,,0.0,0.0
4112,publisher,0.0,9,4.13,11.15,0.0,0.0
4113,publishes,0.0,9,3.55,,0.0,0.0
4114,publishing,10.0,10,4.37,10.0,0.0,0.0
4116,pulled,6.666666666666667,6,4.67,,0.0,0.0
4117,pummeled,100.0,8,2.44,,,
4118,pun,25.0,3,3.55,11.21,0.0,0.0
4119,punch,10.0,5,4.32,5.75,483.0,548.0
4120,punched,20.0,7,3.83,,0.0,0.0
4121,punching,37.5,8,3.67,,0.0,0.0
4122,pupates,100.0,7,1.17,,,
4123,puppets,30.0,7,3.4,,0.0,0.0
4125,purchase,14.0,8,4.71,8.11,0.0,0.0
4126,purchasing,10.0,10,4.06,,0.0,0.0
4127,purple,10.0,6,4.32,3.6,0.0,0.0
4128,purpose,20.0,7,4.88,8.37,572.0,280.0
4129,purposes,6.666666666666667,8,4.51,,0.0,0.0
4130,pursue,80.0,6,4.26,10.0,0.0,0.0
4131,pursuing,20.0,8,3.96,,0.0,0.0
4132,pursuit,16.0,7,4.12,10.44,0.0,0.0
4133,pushed,5.0,6,4.43,,0.0,0.0
4135,pussy,0.0,5,4.24,9.58,0.0,0.0
4138,put,0.0,3,5.66,3.72,539.0,287.0
4147,quacks,25.0,6,2.6,,0.0,0.0
4148,quagmire,35.0,8,2.75,,0.0,0.0
4149,qualify,25.0,7,4.19,10.05,0.0,0.0
4150,quandary,100.0,8,2.6,12.79,0.0,0.0
4151,quarter,10.0,7,4.72,5.79,569.0,509.0
4152,quartet,5.0,7,3.54,9.0,0.0,0.0
4154,queen,0.0,5,4.86,4.42,527.0,537.0
4156,quell,33.333333333333336,5,3.0,13.58,0.0,0.0
4157,quelled,50.0,7,2.46,,0.0,0.0
4158,question,0.0,8,5.35,6.16,588.0,387.0
4159,questioned,6.666666666666667,10,4.02,,0.0,0.0
4160,questioning,20.0,11,4.04,,0.0,0.0
4161,questions,0.0,9,5.15,,0.0,0.0
4162,quintet,5.0,7,2.85,10.38,0.0,0.0
4163,quite,0.0,5,5.29,,0.0,0.0
4165,quota,5.0,5,3.53,12.64,0.0,0.0
4166,quotas,10.0,6,3.33,,0.0,0.0
4167,quoted,40.0,6,4.21,,0.0,0.0
4168,quoting,20.0,7,3.72,,0.0,0.0
4170,r,0.0,1,5.35,,0.0,0.0
4171,race,8.0,4,5.08,6.0,543.0,463.0
4173,races,10.0,5,4.38,,0.0,0.0
4175,racing,8.0,6,4.5,,0.0,0.0
4176,radars,23.333333333333332,6,2.87,,,
4177,radio,0.0,5,5.01,5.17,644.0,615.0
4179,raged,40.0,5,3.06,,0.0,0.0
4180,raid,11.25,4,4.19,9.53,487.0,407.0
4181,raided,32.857142857142854,6,3.47,,0.0,0.0
4182,raiding,60.0,7,3.27,,0.0,0.0
4183,raids,5.0,5,3.89,,0.0,0.0
4184,rainbow,10.0,7,4.07,4.26,431.0,0.0
4186,raise,14.0,5,4.75,6.72,534.0,340.0
4187,raised,16.666666666666668,6,4.84,,545.0,0.0
4188,raises,5.0,6,4.05,,0.0,0.0
4191,rallied,60.0,7,3.27,,0.0,0.0
4192,rallies,16.363636363636363,7,3.64,,0.0,0.0
4193,rally,17.0,5,4.34,10.75,0.0,0.0
4194,rampage,45.0,7,3.4,10.14,0.0,0.0
4195,ran,10.0,3,4.87,,0.0,0.0
4196,random,15.0,6,4.58,9.33,0.0,0.0
4197,randomly,50.0,8,3.97,,,
4198,range,22.0,5,5.12,7.11,515.0,417.0
4199,ranged,26.666666666666668,6,3.74,,0.0,0.0
4200,ranked,30.0,6,4.35,,0.0,0.0
4202,rape,5.714285714285714,4,4.48,10.74,555.0,472.0
4204,raped,0.0,5,4.08,,0.0,0.0
4205,rapist,20.0,6,3.62,12.05,0.0,0.0
4206,rare,0.0,4,4.77,7.45,559.0,327.0
4207,rarely,15.0,6,4.42,,0.0,0.0
4209,rat,10.0,3,4.17,5.11,548.0,624.0
4210,rate,7.777777777777778,4,5.14,8.84,527.0,308.0
4211,rates,0.0,5,4.88,,0.0,0.0
4212,ratings,10.0,7,4.25,,0.0,0.0
4213,raw,10.0,3,4.53,7.17,509.0,399.0
4217,reach,10.0,5,4.94,4.89,577.0,368.0
4218,reacting,0.0,8,3.62,,0.0,0.0
4219,reaction,10.0,8,4.73,8.3,533.0,312.0
4220,reactions,0.0,9,4.24,,0.0,0.0
4221,reactive,0.0,8,3.54,10.37,0.0,0.0
4222,readied,20.0,7,2.59,,,
4223,reaffirmed,86.66666666666667,10,3.12,,0.0,0.0
4224,reagents,25.0,8,2.86,,0.0,0.0
4225,real,11.11111111111111,4,5.6,4.95,596.0,285.0
4228,reals,0.0,5,2.73,,0.0,0.0
4229,reason,10.0,6,5.32,7.84,601.0,332.0
4230,reasonable,10.0,10,4.59,8.32,585.0,0.0
4231,reassured,100.0,9,3.11,,0.0,0.0
4232,rebel,15.833333333333334,5,4.08,9.95,448.0,439.0
